Long,Lat,EB_Effort,EB_Count,Smoothed
-98.25,31.25,0,0,4.77E-06
-98,31.25,4.67,0,2.13E-05
-97.75,31.25,228.74,0,8.80E-05
-97.5,31.25,55.29,0,0.000330639
-97.25,31.25,2,0,0.001109932
-97,31.25,1.33,0,0.003275939
-96.75,31.25,1,0,0.008426812
-96.5,31.25,0,0,0.018856812
-96.25,31.25,0,0,0.036800008
-96,31.25,0,0,0.062856662
-95.75,31.25,0,0,0.094853236
-95.5,31.25,0,0,0.128216713
-95.25,31.25,0,0,0.157518407
-95,31.25,0,0,0.178886033
-94.75,31.25,0,0,0.190835438
-94.5,31.25,0.66,0,0.194274726
-94.25,31.25,0,0,0.191578679
-94,31.25,7.53,0,0.185398383
-93.75,31.25,0,0,0.177944737
-93.5,31.25,30.17,0,0.170860394
-93.25,31.25,5,0,0.165269742
-93,31.25,1.08,0,0.161791269
-92.75,31.25,13.75,21,0.16079869
-92.5,31.25,55.88,27,0.162517716
-92.25,31.25,8,0,0.167093436
-92,31.25,0,0,0.174628433
-91.75,31.25,0,0,0.185316374
-91.5,31.25,31.25,0,0.19920011
-91.25,31.25,0,0,0.216506593
-91,31.25,0,0,0.237855435
-90.75,31.25,0,0,0.263281006
-90.5,31.25,0,0,0.291992966
-90.25,31.25,0,0,0.322251985
-90,31.25,0,0,0.351787605
-89.75,31.25,0.05,0,0.376441872
-89.5,31.25,0,0,0.392431304
-89.25,31.25,29.83,3,0.39764627
-89,31.25,0,0,0.390788289
-88.75,31.25,1.94,5,0.371806875
-88.5,31.25,0,0,0.343196393
-88.25,31.25,0,0,0.308715118
-88,31.25,24.5,0,0.271939266
-87.75,31.25,10.58,0,0.235520565
-87.5,31.25,0,0,0.201381253
-87.25,31.25,0,0,0.170770501
-87,31.25,24,0,0.144385041
-86.75,31.25,0.17,0,0.122353409
-86.5,31.25,7.18,2,0.104526691
-86.25,31.25,2.58,0,0.090685096
-86,31.25,4.5,0,0.080481809
-85.75,31.25,0.97,0,0.073510368
-85.5,31.25,0.92,0,0.069354895
-85.25,31.25,6.49,0,0.067675589
-85,31.25,0,0,0.068322169
-84.75,31.25,15,3,0.071265617
-84.5,31.25,2.32,0,0.076506254
-84.25,31.25,10.79,0,0.083999587
-84,31.25,3.19,1,0.09360101
-83.75,31.25,0,0,0.105018568
-83.5,31.25,5.58,2,0.117767501
-83.25,31.25,0,0,0.131123886
-83,31.25,0,0,0.144177099
-82.75,31.25,0,0,0.156004842
-82.5,31.25,0,0,0.165666306
-82.25,31.25,1.5,0,0.172645589
-82,31.25,14.2,0,0.176946662
-81.75,31.25,82.44,0,0.179157583
-81.5,31.25,135.93,2,0.180274649
-98.25,31.5,0,0,3.96E-06
-98,31.5,0,0,1.85E-05
-97.75,31.5,0,0,8.03E-05
-97.5,31.5,6.64,0,0.000316558
-97.25,31.5,106.5,0,0.00111482
-97,31.5,2.09,0,0.003442776
-96.75,31.5,0,0,0.009228817
-96.5,31.5,0,0,0.021442393
-96.25,31.5,0.02,0,0.043180884
-96,31.5,2.24,0,0.075727477
-95.75,31.5,0,0,0.116765642
-95.5,31.5,0,0,0.160385874
-95.25,31.5,3.5,0,0.1992176
-95,31.5,1.5,1,0.227578471
-94.75,31.5,20.92,1,0.243016937
-94.5,31.5,0,0,0.246525768
-94.25,31.5,1.68,0,0.241257884
-94,31.5,0,0,0.230856573
-93.75,31.5,0,0,0.218292092
-93.5,31.5,1.58,0,0.205787528
-93.25,31.5,23.07,9,0.194941539
-93,31.5,32.59,28,0.186627798
-92.75,31.5,18.92,0,0.181282271
-92.5,31.5,25.87,5,0.179031549
-92.25,31.5,0,0,0.179967907
-92,31.5,17.83,0,0.184175318
-91.75,31.5,0,0,0.191791345
-91.5,31.5,6.25,0,0.202914695
-91.25,31.5,0,0,0.217725348
-91,31.5,0,0,0.236682614
-90.75,31.5,0,0,0.26041408
-90.5,31.5,15.84,13,0.288786254
-90.25,31.5,0,0,0.320339507
-90,31.5,0,0,0.352691177
-89.75,31.5,5,2,0.382335472
-89.5,31.5,0,0,0.40556512
-89.25,31.5,0,0,0.419420926
-89,31.5,41.83,4,0.42179829
-88.75,31.5,0,0,0.412123659
-88.5,31.5,0,0,0.392043201
-88.25,31.5,0,0,0.36457437
-88,31.5,9.75,0,0.332455085
-87.75,31.5,8.8,0,0.298371305
-87.5,31.5,6.82,0,0.264378511
-87.25,31.5,0.25,0,0.232118663
-87,31.5,0,0,0.20288601
-86.75,31.5,0,0,0.177395498
-86.5,31.5,8.58,0,0.156004464
-86.25,31.5,3.33,0,0.138829343
-86,31.5,2.84,0,0.125765228
-85.75,31.5,12.35,3,0.116533852
-85.5,31.5,33.75,0,0.110776124
-85.25,31.5,0,0,0.108168191
-85,31.5,0,0,0.108489856
-84.75,31.5,0,0,0.111582251
-84.5,31.5,15.65,0,0.11726549
-84.25,31.5,0,0,0.125258271
-84,31.5,18.9,1,0.135110851
-83.75,31.5,0,0,0.146189784
-83.5,31.5,2,0,0.157708664
-83.25,31.5,0,0,0.168766205
-83,31.5,0,0,0.178407327
-82.75,31.5,15,0,0.185819063
-82.5,31.5,0,0,0.190486586
-82.25,31.5,1.5,1,0.19245652
-82,31.5,0.18,0,0.192127851
-81.75,31.5,1,0,0.190367388
-81.5,31.5,6.51,0,0.188317138
-81.25,31.5,83.88,49,0.187037841
-98.25,31.75,0,0,2.71E-06
-98,31.75,6,0,1.31E-05
-97.75,31.75,0,0,5.95E-05
-97.5,31.75,0,0,0.00024567
-97.25,31.75,2,0,0.000906129
-97,31.75,2.17,0,0.002934511
-96.75,31.75,0,0,0.008249705
-96.5,31.75,0,0,0.020047598
-96.25,31.75,0,0,0.042114638
-96,31.75,4.75,0,0.076851623
-95.75,31.75,2.58,0,0.122956348
-95.5,31.75,0.04,0,0.174489839
-95.25,31.75,0.93,0,0.222772499
-95,31.75,0.03,0,0.260015393
-94.75,31.75,20,4,0.281959913
-94.5,31.75,0,0,0.288647101
-94.25,31.75,0,0,0.283251437
-94,31.75,56,4,0.270083689
-93.75,31.75,8.75,4,0.253051199
-93.5,31.75,9,3,0.235061074
-93.25,31.75,0,0,0.218288201
-93,31.75,10.58,0,0.204047873
-92.75,31.75,2,2,0.193009569
-92.5,31.75,1.75,0,0.185241734
-92.25,31.75,1.6,1,0.180770304
-92,31.75,9.08,0,0.179622322
-91.75,31.75,0,0,0.181895654
-91.5,31.75,0,0,0.187680459
-91.25,31.75,0,0,0.197030087
-91,31.75,0,0,0.210293317
-90.75,31.75,0,0,0.22816519
-90.5,31.75,0,0,0.250898059
-90.25,31.75,0,0,0.277955329
-90,31.75,0.5,0,0.307494117
-89.75,31.75,0,0,0.337280968
-89.5,31.75,0,0,0.364455837
-89.25,31.75,0,0,0.38610871
-89,31.75,0,0,0.399748286
-88.75,31.75,0,0,0.404171574
-88.5,31.75,0,0,0.400159473
-88.25,31.75,0,0,0.388125634
-88,31.75,0,0,0.369968661
-87.75,31.75,0.25,0,0.347672685
-87.5,31.75,0,0,0.322750783
-87.25,31.75,0,0,0.296650226
-87,31.75,0,0,0.270875017
-86.75,31.75,5.02,9,0.246763198
-86.5,31.75,0,0,0.225298069
-86.25,31.75,1.88,4,0.207099529
-86,31.75,0.5,0,0.192577443
-85.75,31.75,0,0,0.181807177
-85.5,31.75,0,0,0.17463866
-85.25,31.75,16,2,0.170866825
-85,31.75,2.36,6,0.170270827
-84.75,31.75,0,0,0.17255388
-84.5,31.75,0,0,0.177308601
-84.25,31.75,19.13,10,0.183970555
-84,31.75,0,0,0.191744057
-83.75,31.75,0.13,0,0.199696454
-83.5,31.75,4.35,6,0.206896472
-83.25,31.75,0,0,0.212560975
-83,31.75,0,0,0.215923399
-82.75,31.75,0,0,0.216561459
-82.5,31.75,3,0,0.214539398
-82.25,31.75,0,0,0.21037524
-82,31.75,11,0,0.204914953
-81.75,31.75,1.93,0,0.199139196
-81.5,31.75,2.5,0,0.194076952
-81.25,31.75,139.53,75,0.190672002
-98.25,32,0,0,1.53E-06
-98,32,1.5,0,7.62E-06
-97.75,32,10.33,0,3.56E-05
-97.5,32,0,0,0.000153021
-97.25,32,2,0,0.000590374
-97,32,0.5,0,0.002009188
-96.75,32,0.5,0,0.005953404
-96.5,32,20.58,0,0.015266056
-96.25,32,0,0,0.03386122
-96,32,35.89,0,0.065238435
-95.75,32,3.81,1,0.110127492
-95.5,32,0.04,0,0.164355231
-95.25,32,3.72,0,0.219561205
-95,32,0,0,0.266470434
-94.75,32,0,0,0.298242294
-94.5,32,0,0,0.312567306
-94.25,32,0,0,0.311290695
-94,32,19.17,9,0.298573723
-93.75,32,15.59,0,0.278960674
-93.5,32,22.41,2,0.256345368
-93.25,32,3.33,0,0.233760073
-93,32,16.75,12,0.213208815
-92.75,32,6.5,3,0.195710042
-92.5,32,0.13,0,0.181554495
-92.25,32,0,0,0.170744415
-92,32,13.38,0,0.163314915
-91.75,32,18.25,1,0.159269672
-91.5,32,12.66,0,0.158582247
-91.25,32,5.5,0,0.161268524
-91,32,0,0,0.167527898
-90.75,32,12,0,0.177717887
-90.5,32,0,0,0.192108601
-90.25,32,0,0,0.210780858
-90,32,0,0,0.232882828
-89.75,32,0,0,0.257632029
-89.5,32,0,0,0.283348574
-89.25,32,0,0,0.308258913
-89,32,0,0,0.330314235
-88.75,32,0,0,0.348108641
-88.5,32,0,0,0.361231442
-88.25,32,0,0,0.36861005
-88,32,0,0,0.370289633
-87.75,32,0,0,0.367262399
-87.5,32,0,0,0.360565063
-87.25,32,0,0,0.350279813
-87,32,0,0,0.337298814
-86.75,32,0,0,0.322985134
-86.5,32,0,0,0.308424676
-86.25,32,0,0,0.294690007
-86,32,1.5,0,0.282778274
-85.75,32,12.87,1,0.273160696
-85.5,32,0,0,0.265970708
-85.25,32,0,0,0.261270113
-85,32,46.66,7,0.259009743
-84.75,32,0,0,0.258844035
-84.5,32,0,0,0.260212638
-84.25,32,4.56,2,0.262394922
-84,32,18.16,15,0.264407653
-83.75,32,0.25,0,0.265281858
-83.5,32,1.1,0,0.26426293
-83.25,32,0,0,0.260968349
-83,32,0,0,0.255188753
-82.75,32,0,0,0.247039869
-82.5,32,3.5,1,0.23716426
-82.25,32,5.84,0,0.226420627
-82,32,3.34,0,0.215818289
-81.75,32,0,0,0.20627078
-81.5,32,1.75,0,0.198555179
